name,city,country,latitude,longitude,type
W1,,,52.232,21.01,LEO Ground Station
Polaris,,,37.738,-121.921,LEO Ground Station
AA4SS,,,37.079,-79.995,LEO Ground Station
tausen-dipole,,,56.789,9.688,LEO Ground Station
jeffrey griffin,,,39.7,-75.05,LEO Ground Station
F4ELJ,,,48.3432,-4.7157,LEO Ground Station
test_kp_1,,,50.278248,18.686035,LEO Ground Station
GS,,,17.435893,78.456556,LEO Ground Station
HA1YME,,,47.3666,20.6333,LEO Ground Station
NST,,,16.24,80.647,LEO Ground Station
FoxBat19,,,8.889,76.619,LEO Ground Station
German Shepherd man's Ground Station,,,51.65889,0.8243,LEO Ground Station
HS8PRF-02,,,14.005618,100.620586,LEO Ground Station
apart,,,45.478,4.363,LEO Ground Station
ON4ULG,,,50.587,5.569,LEO Ground Station
CAPDS-2,,,-16.465617,-71.493255,LEO Ground Station
IK1ICF,,,45.716,8.453,LEO Ground Station
HB9TVK,,,47.36474,8.4631,LEO Ground Station
WingAttackPlanR,,,40.101,-75.273,LEO Ground Station
Ground_Station_HTLR_1,,,47.225029,9.58509,LEO Ground Station
Ownerlab,,,20.0,40.0,LEO Ground Station
KD2XS,,,40.9792,-73.8904,LEO Ground Station
VlzStation,,,48.78,2.178,LEO Ground Station
Neelakandan.V,,,11.372,78.726,LEO Ground Station
Walton Institute - VHF/UHF - Omni,,,52.253,-7.188,LEO Ground Station
TestStation,,,60.003,30.364,LEO Ground Station
202M,,,44.442819,26.067976,LEO Ground Station
DISCO-ITU Mobile Ground Station,,,56.167288,10.198594,LEO Ground Station
FHWN VHF,,,47.839,16.248,LEO Ground Station
hackerspace.gr - DEV,,,37.9991,23.7065,LEO Ground Station
AggieSat QFH,,,30.64371,-96.347248,LEO Ground Station
University of Bristol,,,51.457,-2.602,LEO Ground Station
ARIS SAGE GS,,,47.37749,8.55257,LEO Ground Station
AggieSat Yagi,,,30.618611,-96.344167,LEO Ground Station
Pablo H. Castro Blanco,,,-34.6458,-58.4583,LEO Ground Station
ChateauSegundo,,,33.91674,-118.41384,LEO Ground Station
Team RKS (ADSB/UHF),,,39.543,-104.93,LEO Ground Station
PV8IA,,,2.829,-60.676,LEO Ground Station
PTS Ground Station,,,52.407,13.19,LEO Ground Station
SONIK: Test Station 1-4,,,60.003,30.364,LEO Ground Station
SONIK: Test Station 2,,,60.003,30.364,LEO Ground Station
SONIK: Test Station 3,,,60.003,30.364,LEO Ground Station
SONIK: Test Station 4-7,,,60.003,30.364,LEO Ground Station
SONIK: Test Station 5,,,55.6995,37.5285,LEO Ground Station
SecureSat,,,32.986,-96.75,LEO Ground Station
HTLR-UHF,,,47.449768,9.832987,LEO Ground Station
EI5GN,,,52.96888889,-6.02333333,LEO Ground Station
Michel Dom ON3ONX,,,50.9107,4.3788,LEO Ground Station
SONIK: Test Station 6,,,60.003,30.364,LEO Ground Station
SONIK: Test Station 12,,,60.003,30.364,LEO Ground Station
DL1JHR,,,50.5647,12.9833,LEO Ground Station
ZL2FL,,,-41.32,174.818,LEO Ground Station
Bitshifter,,,51.592865,6.993908,LEO Ground Station
NM6S-1 Experimental,,,37.2708,-121.9583,LEO Ground Station
test,,,26.373,-80.104,LEO Ground Station
ESP32_Station,,,39.83,32.85,LEO Ground Station
VU2TUM,,,28.38958,76.95235,LEO Ground Station
GS JIED,,,7e-06,3e-06,LEO Ground Station
MADeville,,,43.562245,79.616191,LEO Ground Station
OM1ATB Bratislava Slovakia,,,48.203295,16.973379,LEO Ground Station
IU4MEP,,,44.87282,11.14619,LEO Ground Station
Wimpie12,,,52.2628,5.6148,LEO Ground Station
Station-sol,,,31.617,-8.033,LEO Ground Station
GS002-35FR,,,48.0481,-1.5,LEO Ground Station
Slavyansk-on-Kuban,,,45.258191,38.101859,LEO Ground Station
EI6GSB,,,53.85,-6.534,LEO Ground Station
Archodiko Optical,,,36.971,22.145,LEO Ground Station
KAIST ASCL,,,36.372143,127.358324,LEO Ground Station
Steve EI2GYB,,,55.27,-7.24,LEO Ground Station
EC6TR-RX,,,39.688,2.84,LEO Ground Station
4S6SAD,,,6.73145,80.0725,LEO Ground Station
Pi test,,,51.488,-2.754,LEO Ground Station
CHASQUI II,,,-12.019723,-77.048612,LEO Ground Station
Alamogordo1,,,32.880502,-105.933328,LEO Ground Station
Alamogordo2,,,33.011,-105.992,LEO Ground Station
Jim UHF 2,,,33.797628,-79.159123,LEO Ground Station
VA6RPI Test Station,,,54.89,-112.299,LEO Ground Station
Alamogordo2A,,,33.010964,-105.992412,LEO Ground Station
NST,,,17.4305,78.409,LEO Ground Station
Miguel,,,32.64,-16.91,LEO Ground Station
Tenali,,,16.239,80.648,LEO Ground Station
K1RA,,,38.742,-77.798,LEO Ground Station
DDGRUTNY,,,51.0378,13.7873,LEO Ground Station
Frank Hoonhout,,,44.881,-123.076,LEO Ground Station
SatTrackCam,,,52.15412,4.49081,LEO Ground Station
mboro,,,35.864365,-86.472557,LEO Ground Station
ESTRECHO,,,36.1194,-5.4439,LEO Ground Station
Campus Zuid,,,51.202824,4.390734,LEO Ground Station
YD2VGS,,,-7.870746,110.140197,LEO Ground Station
Wolverton EI6KO,,,53.276,-6.104,LEO Ground Station
EI5IN,,,53.526782,-7.354422,LEO Ground Station
Nial,,,51.5339,0.5658,LEO Ground Station
EI5IXB,,,53.3314,-6.325,LEO Ground Station
Roberto,,,42.767641,10.396062,LEO Ground Station
Science Talenter - VHF,,,55.429696,11.559669,LEO Ground Station
EST VENUS,,,46.52,6.565,LEO Ground Station
CUBESAT XI-IV,,,-40.96,-54.6,LEO Ground Station
CUBESAT XI-IV,,,-40.96,-54.6,LEO Ground Station
Science Talenter - UHF,,,55.423059,11.55569,LEO Ground Station
Science Talenter - L-band,,,55.423059,11.55569,LEO Ground Station
Science Talenter - S-band (narrow),,,55.423059,11.55569,LEO Ground Station
Science Talenter - S-band (MMDS),,,55.423059,11.55569,LEO Ground Station
Science Talenter - X-band,,,55.423059,11.55569,LEO Ground Station
BH7AHS,,,29.6004,111.9314,LEO Ground Station
DB2TR,,,53.83555,10.34107,LEO Ground Station
ISM_Satnogs,,,49.626,6.159,LEO Ground Station
Ground Station Qo-100,,,41.5,13.0,LEO Ground Station
Gabriel de Castilla,,,41.1227,-0.5094,LEO Ground Station
SQ2BNY,,,53.00346,19.05232,LEO Ground Station
RA3PPY-School29,,,55.43,37.519,LEO Ground Station
YO4DFT- S + L band,,,44.141,28.617,LEO Ground Station
N6YG,,,38.8542,-121.2916,LEO Ground Station
Dipole V,,,-16.411,-71.5,LEO Ground Station
narfu_it_park,,,64.527,40.561,LEO Ground Station
ZL3LEO - Christchurch,,,-43.561,172.565,LEO Ground Station
testing,,,33.184285,-111.577218,LEO Ground Station
KL2R-SAT1,,,64.87484,-147.093292,LEO Ground Station
SP5LAG,,,52.156158,21.033433,LEO Ground Station
carlos gutierrez,,,14.547458,-90.541995,LEO Ground Station
NLL,,,19.0461,72.8711,LEO Ground Station
array_labs ground station,,,37.445,-122.166,LEO Ground Station
VU2UUU Kaustav,,,28.423,77.092,LEO Ground Station
plat0-5a,,,41.569,-87.818,LEO Ground Station
F4JIX,,,43.689,7.237,LEO Ground Station
heisenberg,,,45.459,-73.423,LEO Ground Station
sonicepk,,,53.29629,-6.27982,LEO Ground Station
CT3FM,,,32.647431,-16.918178,LEO Ground Station
Kerry LaDuke,,,45.5,-110.5,LEO Ground Station
BEEGND-Future,,,0.0,0.0,LEO Ground Station
SerraSDR,,,-6.68881,-35.44732,LEO Ground Station
M5JFS,,,50.8542,-1.125,LEO Ground Station
SURAT_STATION,,,8.567127,99.40637,LEO Ground Station
SPL2,,,24.967,121.187,LEO Ground Station
WSL2,,,25.139,121.751,LEO Ground Station
m1cdq,,,53.513,-0.109,LEO Ground Station
"""kishh  ""kishor",,,19.5209,74.9584,LEO Ground Station
ITouch-FI,,,37.042,35.36,LEO Ground Station
BELGRADE-YU2MP-001,,,44.804,20.372,LEO Ground Station
VU2UKR,,,23.248606,77.435,LEO Ground Station
BiberSat,,,48.522,10.803,LEO Ground Station
ntou,,,25.150597,121.779973,LEO Ground Station
G4TNX,,,53.5504853,-0.0220931,LEO Ground Station
KG4JYA,,,39.799,-75.162,LEO Ground Station
Trier - Oldest City of Germany,,,49.813,6.421,LEO Ground Station
DK8EE,,,51.763,8.92,LEO Ground Station
FGBOU VO «OGU imeni I.S. Turgeneva»,,,52.975859,36.061852,LEO Ground Station
Echternach,,,49.813,6.421,LEO Ground Station
HB9ARK,,,47.015,8.306,LEO Ground Station
2E0PXC,,,50.386,-4.213,LEO Ground Station
KI5MJH,,,30.185,-95.749,LEO Ground Station
EA1DIW-1_TEST,,,40.968,-5.668,LEO Ground Station
ExpoSat UHF,,,43.36,-5.85,LEO Ground Station
DancerVLT69,,,52.67767,13.16203,LEO Ground Station
Test,,,15.0,59.0,LEO Ground Station
UFMA Ground Station,,,-2.565107,-44.311719,LEO Ground Station
AAM Oman,,,17.055,54.176,LEO Ground Station
ON7IO new,,,50.65416,4.55212,LEO Ground Station
VK4TTC,,,-27.2445,153.1009,LEO Ground Station
Chiapas_1,,,16.7602,-93.1024,LEO Ground Station
SPARRSO Ground Station,,,23.7809,90.3788,LEO Ground Station
GS-DARKSTAR-DSC01,,,48.921645,2.504407,LEO Ground Station
Home,,,43.25,-2.92,LEO Ground Station
Ceyrat,,,45.73,3.06,LEO Ground Station
A-BBI-SUDIP,,,20.2961,85.8245,LEO Ground Station
dragon's lair,,,47.41,18.9,LEO Ground Station
ERA STATION MORROCO MARRAKECH,,,31.617,-8.033,LEO Ground Station
singdx,,,-1.631597,103.545486,LEO Ground Station
SP2KMO,,,54.154,18.381,LEO Ground Station
Carbform_SatGS,,,13.01778,77.5675,LEO Ground Station
aleshko,,,64.546,40.513,LEO Ground Station
CSEP,,,48.713,2.2121,LEO Ground Station
AStation,,,49.852,3.287,LEO Ground Station
GS-DARKSTAR-DTS01,,,48.921645,2.504407,LEO Ground Station
Gem Prospecting Pty Ltd t/a Pirates Gold Pros,,,-28.9211,121.875,LEO Ground Station
2E0FWE QTH Setup,,,50.757083,-1.864474,LEO Ground Station
DG5YHK,,,52.098,6.98,LEO Ground Station
Big Bay GS,,,-33.0,18.4,LEO Ground Station
andrea-vhf,,,45.558,9.224,LEO Ground Station
VietWeather,,,32.23,-96.07,LEO Ground Station
Power Two,,,10.869973,106.803594,LEO Ground Station
AUS01,,,-34.77174,138.72427,LEO Ground Station
test,,,26.38,-80.079,LEO Ground Station
Santiago Blázquez,,,43.328854,-1.818542,LEO Ground Station
KO4ASA,,,37.18322343857511,-88.92302420745733,LEO Ground Station
YO6FFW,,,45.657,25.513,LEO Ground Station
space machines,,,-33.86882,151.20929,LEO Ground Station
RebelBS,,,41.20061,-8.66818,LEO Ground Station
SFU GS,,,49.279013,-122.927311,LEO Ground Station
space pi,,,-33.9106,151.1564,LEO Ground Station
Alan Alves,,,-23.4602,-46.7021,LEO Ground Station
KE0RSB,,,38.901,-104.851,LEO Ground Station
Hita-SGS-0,,,39.569,-3.186,LEO Ground Station
Deva YO2UKI,,,45.871844,22.909724,LEO Ground Station
pi 5,,,41.795261,-87.975319,LEO Ground Station
pi 5,,,41.4646,87.5832,LEO Ground Station
pi 5,,,41.4646,87.5832,LEO Ground Station
pi 5,,,41.4646,87.5832,LEO Ground Station
pi 5,,,41.4646,87.5832,LEO Ground Station
IW9GUR,,,37.524485,15.084193,LEO Ground Station
EA2CQ,,,42.847,-2.673,LEO Ground Station
ANDRE DE OLIVEIRA,,,-22.8958,-43.2917,LEO Ground Station
EI0RSI - Radio Scouting Ireland - 1MH,,,53.66,-6.724,LEO Ground Station
KEREL-UHF-RLP,,,49.732,7.336,LEO Ground Station
mm5aes-2,,,55.899,-3.692,LEO Ground Station
satuser21-home,,,54.054,-1.703,LEO Ground Station
F1VDE,,,46.206616,4.344038,LEO Ground Station
CSEP,,,48.713,2.2121,LEO Ground Station
Ground Station for project,,,13.776,100.4,LEO Ground Station
José Jacobo Pacheco Lémus,,,14.56457,-89.335789,LEO Ground Station
Allan Downie,,,-26.327222,152.851111,LEO Ground Station
test 2.4,,,55.659799,12.591413,LEO Ground Station
SF5,,,35.0,-106.0,LEO Ground Station
Luis Enrique Velez Roman,,,4.084722,-76.198611,LEO Ground Station
EA7IQZ,,,36.7292,-4.2916,LEO Ground Station
IK1JNS-UHF,,,44.04,8.22,LEO Ground Station
IU0ESP-6,,,42.48564,12.85509,LEO Ground Station
NPA-1,,,-16.74,-49.204,LEO Ground Station
PU2UHD,,,-23.4602,-46.7021,LEO Ground Station
Licey,,,54.211,49.6087,LEO Ground Station
Stn01,,,44.649897,-63.66323,LEO Ground Station
osman andres,,,0.0,0.0,LEO Ground Station
LU5HDX,,,-31.401106,-64.195503,LEO Ground Station
VU3BIZ_IRG LABS,,,12.7079,78.3205,LEO Ground Station
IK1JNS-YAGI,,,45.07,7.52,LEO Ground Station
Satellites Ground Station of BG7ZDQ,,,20.051227,110.332002,LEO Ground Station
JI1DOD-UHF,,,35.661,139.527,LEO Ground Station
ORFANIK,,,50.1322806,14.3671389,LEO Ground Station
JSS STU,,,12.313858,76.613501,LEO Ground Station
Vega80,,,29.575077,-95.114356,LEO Ground Station
Janksyn,,,-23.30535,-51.160895,LEO Ground Station
lpwan,,,0.0,0.0,LEO Ground Station
ERA STATION MORROCO MARRAKECH,,,31.617,-8.033,LEO Ground Station
SG,,,0.0,0.0,LEO Ground Station
2E0HWE,,,53.01,-1.73,LEO Ground Station
44 - Wroniecka2,,,0.0,0.0,LEO Ground Station
F5KFF,,,48.853816,2.5386209,LEO Ground Station
Chlistov11,,,49.7998106,14.6550764,LEO Ground Station
PiASECKIsat,,,50.9334748,-1.4646287,LEO Ground Station
SDR,,,45.424722,-75.695,LEO Ground Station
OK1UM,,,50.141,13.965,LEO Ground Station
CSEP,,,48.713,2.2121,LEO Ground Station
Hironobu Ohnishi,,,34.49630599974656,136.70917331763718,LEO Ground Station
EA5i,,,39.183,-1.783,LEO Ground Station
test,,,37.243,127.0801,LEO Ground Station
Phil Gabel,,,52.143184,-0.936864,LEO Ground Station
2G3iftfqN6K4L3XKYBmLGX,,,0.0,0.0,LEO Ground Station
RPI3-TLM,,,53.77,-2.417,LEO Ground Station
DO3HCM,,,48.1006346,11.286329,LEO Ground Station
DC4HF,,,52.2372,11.0011,LEO Ground Station
HJ6DIE,,,4.836,-75.674,LEO Ground Station
UVIC Station,,,48.4612,-123.31053,LEO Ground Station
HSFL_HIG_1,,,21.298,-157.817,LEO Ground Station
Chet's SuperAntennaz UHF,,,37.354,-122.017,LEO Ground Station
IITBSSP_GS,,,19.131,72.918,LEO Ground Station
EA5ILX,,,38.953,-2.541,LEO Ground Station
Nsst,,,30.803749192251434,30.999635500992838,LEO Ground Station
HK1J,,,10.39599,-75.55703,LEO Ground Station
UNB Geodesy & Geomatics Engineering,,,45.950151,-66.642319,LEO Ground Station
Barcelona,,,41.37894,2.153578,LEO Ground Station
neos,,,-16.6274,-49.3356,LEO Ground Station
Tel-U Ground Station,,,-6.975504,107.6293934,LEO Ground Station
iw2dzx-VHF,,,45.65,8.88,LEO Ground Station
LEO-SAT Essen,,,51.4739,6.931333,LEO Ground Station
N8DSK - Home,,,30.446284,-90.062474,LEO Ground Station
KT3X SATNOGS1,,,30.09669,-95.62804,LEO Ground Station
Yavin-4,,,48.267,11.671,LEO Ground Station
workshop42,,,48.267,11.671,LEO Ground Station
YO4DFT az 315 degrees -North West,,,44.141,28.617,LEO Ground Station
sm0ffe,,,59.302,18.104,LEO Ground Station
NU1U Sat Gear,,,41.576994,-72.511516,LEO Ground Station
145 MHz Ground Station TEST,,,26.6983,-81.7001,LEO Ground Station
433 MHz Ground Station TEST,,,26.6983,-81.7001,LEO Ground Station
APRS_UHF,,,41.5,12.7,LEO Ground Station
PU2NZX,,,-23.550461489043034,-46.303414599448715,LEO Ground Station
Navodaya School Ground Station,,,27.619,84.537,LEO Ground Station
TA2VZ,,,39.899,32.633,LEO Ground Station
YL1VA,,,57.3849,21.5458,LEO Ground Station
K6AGA - Aris,,,34.116926,-118.062009,LEO Ground Station
JI1IZR,,,35.35,139.32,LEO Ground Station
W9BBM,,,41.934488,-88.167686,LEO Ground Station
AA7TA,,,33.363,-111.904,LEO Ground Station
BinarX_VK6MEG,,,-32.06971,115.79968,LEO Ground Station
Waag Futurelab,,,52.3728,4.90036,LEO Ground Station
Masaji Ishihara,,,35.0,135.67,LEO Ground Station
hackerspace.gr test station,,,37.999,23.706,LEO Ground Station
Onetoo,,,0.0,0.0,LEO Ground Station
OH6CAD,,,63.85927,23.12343,LEO Ground Station
John Delwiche,,,44.4583,-93.1616,LEO Ground Station
KB9LEB,,,29.024185,-80.978929,LEO Ground Station
HI0SAT-1 VHF Experimental Station,,,18.4873448,-69.9458082,LEO Ground Station
SSAMUSAT-GS,,,27.916,78.08,LEO Ground Station
ZR6DM @ Heidelberg - UHF,,,-26.518,28.296,LEO Ground Station
NUGS,,,42.478592,71.192033,LEO Ground Station
shonan-space,,,35.338889,139.487222,LEO Ground Station
NUGS,,,42.478592,-71.192033,LEO Ground Station
F1GZV,,,44.3,4.7,LEO Ground Station
"VE2TCP, UHF",,,0.0,0.0,LEO Ground Station
HI0SAT-2 UHF Experimental Station,,,18.4873448,-69.9458082,LEO Ground Station
Gateway-LX,,,49.736,6.119,LEO Ground Station
RTLSDR,,,42.547456056574916,-71.00145788462471,LEO Ground Station
DL7NDR,,,48.65,8.04,LEO Ground Station
Fun,,,39.3513,-84.3027,LEO Ground Station
Fredericton North Ground Station,,,45.96299067991878,-66.62266471226759,LEO Ground Station
Laconia NH USA,,,43.52,-71.465,LEO Ground Station
PU4RON,,,-15.8264449,-43.314688,LEO Ground Station
Uckermark,,,53.229,13.267,LEO Ground Station
BY2HIT,,,45.75639,126.675,LEO Ground Station
SPL-NCU,,,24.9678,121.18752,LEO Ground Station
Diogo Ferreira,,,38.6932,-9.3013,LEO Ground Station
KE4PIC - ROA,,,37.199,-80.025,LEO Ground Station
CT7ABP,,,38.734,-8.97,LEO Ground Station
S221GS,,,14.7449389,-17.2099425,LEO Ground Station
GVPIOM,,,54.1783,-4.5539,LEO Ground Station
Laconia Municipal Airport,,,43.572,-71.425,LEO Ground Station
S Handler,,,42.1663,87.9631,LEO Ground Station
F4HXS VernObs UHF,,,49.103662052,1.499140167,LEO Ground Station
Dan Newcomb,,,50.5580556,-119.73,LEO Ground Station
Midwest Scan,,,45.2513,-94.1808,LEO Ground Station
LZ1AFT,,,0.0,0.0,LEO Ground Station
CT2HBZ Ground Station,,,38.89,-9.046,LEO Ground Station
syssec@utd ground station,,,33.131,-96.673,LEO Ground Station
G0pten1,,,54.504,-6.031,LEO Ground Station
DEX-TWO,,,50.469,5.718,LEO Ground Station
TASA,,,24.78376716540085,121.00160346533686,LEO Ground Station
Ronald ZS6RVC,,,-26.14597349,27.96784401,LEO Ground Station
TUYI Ground Station VHF-UHF,,,39.8906,32.7779,LEO Ground Station
ZR6DM @ Heidelberg - VHF,,,-26.518,28.296,LEO Ground Station
Cederberg Observatory,,,-32.499,19.2525,LEO Ground Station
UTD ECSS groundstation,,,32.98614206415219,-96.75149041576817,LEO Ground Station
SF6,,,35.68,-105.93,LEO Ground Station
Station 01,,,33.702,-117.756,LEO Ground Station
NIE - ANUSHA,,,12.31318583,7.6109554,LEO Ground Station
Marvin,,,35.255,25.07,LEO Ground Station
I6JOW,,,41.896,12.542,LEO Ground Station
Pi 5 Test Station,,,51.094,0.052,LEO Ground Station
German Orbital Systems,,,52.527401,13.324121,LEO Ground Station
StationHelen,,,51.752779037503096,-1.2773990760296667,LEO Ground Station
STARFLEET-HQ,,,39.1294475,-76.7520955,LEO Ground Station
MLB-CC,,,28.06,-80.62,LEO Ground Station
N7GTX,,,45.5409057,-122.6369517,LEO Ground Station
rookery,,,53.162872,-2.99084,LEO Ground Station
CT7ATV,,,41.5308333,-8.303611111,LEO Ground Station
Måløv - Rubens,,,55.75,12.33,LEO Ground Station
FAB24 - IDIT FabLab Puebla,,,19.0716297,-98.2340202,LEO Ground Station
PMR-CC,,,61.61448,-149.206913,LEO Ground Station
ESOC Radio Club 2,,,49.87,8.62,LEO Ground Station
"Marion, Ohio",,,40.583,-83.074,LEO Ground Station
AI7YZ,,,32.1278291,-110.8720568,LEO Ground Station
M7YBS,,,53.696,-0.356,LEO Ground Station
Tondela GS,,,40.51509,-8.086568,LEO Ground Station
marouf,,,0.0,0.0,LEO Ground Station
KD0WUV,,,45.0468,-93.4747,LEO Ground Station
TA2OTD_UHF_SouthEastDipole,,,39.876903,32.681093,LEO Ground Station
EMANUELA XYL,,,56.964,23.603,LEO Ground Station
IU1BOT-sat,,,44.3102,9.3359,LEO Ground Station
CT2HBZ AirSpy HF+,,,38.89,-9.046,LEO Ground Station
OF77XW,,,-32.05,115.95,LEO Ground Station
Station One,,,55.954,-4.924,LEO Ground Station
fff,,,0.0,0.0,LEO Ground Station
f,,,0.0,0.0,LEO Ground Station
ff,,,0.0,0.0,LEO Ground Station
ffff,,,0.0,0.0,LEO Ground Station
ggg,,,0.0,0.0,LEO Ground Station
g,,,0.0,0.0,LEO Ground Station
gg,,,0.0,0.0,LEO Ground Station
gggg,,,0.0,0.0,LEO Ground Station
hhh,,,0.0,0.0,LEO Ground Station
h,,,0.0,0.0,LEO Ground Station
hh,,,0.0,0.0,LEO Ground Station
hhhh,,,0.0,0.0,LEO Ground Station
jjj,,,0.0,0.0,LEO Ground Station
j,,,0.0,0.0,LEO Ground Station
jj,,,0.0,0.0,LEO Ground Station
jjjj,,,0.0,0.0,LEO Ground Station
x,,,0.0,0.0,LEO Ground Station
Ahmed Perez,,,-2.377593,-80.700033,LEO Ground Station
Pablo Cruz Corona,,,0.0,0.0,LEO Ground Station
WeatherSAT_MUC,,,48.101,11.66,LEO Ground Station
PE1JPD UHF,,,52.21,5.17,LEO Ground Station
K7ctm,,,45.684716,-109.400519,LEO Ground Station
VU2FFW,,,12.89,80.19,LEO Ground Station
HSB UHF,,,53.071673,8.793408,LEO Ground Station
CSS,,,0.0,0.0,LEO Ground Station
CS5CEP North Tower,,,38.737,-9.302,LEO Ground Station
Rodrigo Morais,,,0.0,0.0,LEO Ground Station
VZLU Ground 1 (#3756),,,50.132431,14.515841,LEO Ground Station
VZLU Ground 2 (#3757),,,50.132431,14.515841,LEO Ground Station
VZLU Ground 3 (#3758),,,50.132431,14.515841,LEO Ground Station
I2GPG,,,45.264167,8.860556,LEO Ground Station
ray,,,45.776,-108.566,LEO Ground Station
XE3JCL,,,21.00589,-89.562,LEO Ground Station
LOCAL_CERNAY,,,48.6732,1.976,LEO Ground Station
GS Bad-Schönau,,,47.48783007048164,16.2532896696595,LEO Ground Station
NiskayunaWeather,,,42.75,-73.85,LEO Ground Station
KC6HAI,,,0.0,0.0,LEO Ground Station
Brian Dempsey,,,39.584845,-75.977045,LEO Ground Station
EA2BW,,,0.0,0.0,LEO Ground Station
F4TNK-EXP-UHF,,,43.81477,4.06576,LEO Ground Station
ZS6LOL,,,-26.141044,27.902582,LEO Ground Station
F4TNK-S,,,43.81478,4.062577,LEO Ground Station
F4TNK-VHF,,,43.81477,4.06576,LEO Ground Station
LA1NGS,,,63.418228205497634,10.399579547821055,LEO Ground Station
Lloydminster,,,53.292,-110.016,LEO Ground Station
1-WEATHER-RX,,,1.2947,103.7748,LEO Ground Station
KI5TPT - QFH,,,31.96,-102.2,LEO Ground Station
TREBOR 81400,,,44.056457,2.146892,LEO Ground Station
tul-small-ground-station,,,50.278345,15.014517,LEO Ground Station
MBC,,,0.0,0.0,LEO Ground Station
F4ISE,,,45.208,5.666,LEO Ground Station
test_1,,,55.860916,-4.251433,LEO Ground Station
M7SYR,,,51.260428,-0.149271,LEO Ground Station
Stirling WA,,,-31.890286,115.820105,LEO Ground Station
IMT-NSEE,,,-23.648713822779907,-46.57208011699988,LEO Ground Station
Universidad Austral de Chile - station test,,,-39.832,-73.245,LEO Ground Station
VZLU-PRG UHF Omni,,,50.132431,14.515841,LEO Ground Station
DL9TK,,,53.83555,10.34107,LEO Ground Station
SavannahNOG,,,32.076,-81.088,LEO Ground Station
TSC_NARIT,,,18.854,98.958,LEO Ground Station
DL5RAZ,,,48.9657,12.3937,LEO Ground Station
Meg Test,,,0.0,0.0,LEO Ground Station
43728,,,0.0,0.0,LEO Ground Station
Sn4ps,,,-40.937,175.668,LEO Ground Station
DogG,,,0.0,0.0,LEO Ground Station
kb9ab,,,35.88649,79.06357,LEO Ground Station
vk6drd_perth,,,-31.9514,115.8617,LEO Ground Station
OE1XTG,,,48.23654118767586,16.369718373151926,LEO Ground Station
OREGLAK - TEST,,,46.607018,17.627737,LEO Ground Station
F8KGYSAT,,,49.34349,6.16056,LEO Ground Station
Observatorio Espacial Ciudadano - LABNL MTY,,,25.673570232964533,-100.30895986191263,LEO Ground Station
Kaze-GRS,,,51.693,-2.376,LEO Ground Station
Outlyer Space Ground Station Prototype,,,38.935,-77.109,LEO Ground Station
NPA-UFG,,,-16.6779498,-49.241591,LEO Ground Station
vk5mhz,,,-34.869465,138.508598,LEO Ground Station
_S_S_SGS,,,31.175947,121.250118,LEO Ground Station
Andrey,,,0.0,0.0,LEO Ground Station
UPrueba,,,4.661113,-74.059681,LEO Ground Station
UNSAM GSN - Miguelete,,,-34.581,-58.523,LEO Ground Station
KE0RVP,,,39.954559,-104.586578,LEO Ground Station
William,,,0.0,0.0,LEO Ground Station
BUPT_SatNOGS,,,39.908,116.555,LEO Ground Station
Olivos Ground Station - LU9DNA,,,-34.514382,-58.476152,LEO Ground Station
ZINGSA,,,0.0,0.0,LEO Ground Station
QO-100 and Low orbit Statuon,,,43.1,-2.38,LEO Ground Station
KX4OP_QFH-433,,,36.7840736,-76.1562561,LEO Ground Station
TROS-TUR-VHF/UHF,,,48.9209033,16.4338258,LEO Ground Station
My Station,,,29.81081225,-81.31440950000001,LEO Ground Station
EA7LKM Granada,,,37.2,-3.7,LEO Ground Station
HTL MOEDLING 1,,,48.1681704,16.2711704,LEO Ground Station
UR5RFF - Slavutych,,,51.53,30.763,LEO Ground Station
KI5YNG pi4 rtl-sdr qfh,,,33.604,-88.648,LEO Ground Station
KeystoneMakers,,,40.335,-76.959,LEO Ground Station
Dhritvan Space Lab,,,13.3957,77.727,LEO Ground Station
LW1EAA,,,-34.9072,-57.945,LEO Ground Station
9a2sb,,,0.0,0.0,LEO Ground Station
9A6NDZ,,,45.890911,16.83692,LEO Ground Station
PU2BFG,,,0.0,0.0,LEO Ground Station
9A4AM,,,45.4747,16.7635,LEO Ground Station
novigrad_podravski,,,46.073428,16.948716,LEO Ground Station
9a9zg,,,45.84546,15.95805,LEO Ground Station
KI5YNG pi cm4 hackrf s-band,,,33.6037,-88.6476,LEO Ground Station
Noderyos RTL-SDR Dipole 2m,,,44.2,5.93,LEO Ground Station
VejvyCZ,,,49.9964306,14.8278572,LEO Ground Station
GordonBase,,,-35.28,149.12,LEO Ground Station
CIPR,,,40.200642,44.581514,LEO Ground Station
KE9BPC,,,41.3854,-87.34,LEO Ground Station
RTL-SDR Raspberry Pi,,,0.0,0.0,LEO Ground Station
robert tojagic ban,,,0.0,0.0,LEO Ground Station
"RSP1B, RTL-SDR V4 & Baofenf UV-25",,,0.0,0.0,LEO Ground Station
ZELJKO ULIP 9A2EY,,,45.81,16.0,LEO Ground Station
YO2MBU,,,45.719125,21.22942,LEO Ground Station
VE7XHK,,,48.464992,-123.442909,LEO Ground Station
MalvaRosa,,,39.48242,-0.332931,LEO Ground Station
R6LLC_GS,,,47.2,38.9,LEO Ground Station
Ground Station - OE7GHJ,,,47.51,12.13,LEO Ground Station
